age,annual_income,monthly_expenses,young_dependents,home_ownership,occupants_count,house_area,sanitary_availability,water_availabity,loan_amount,Recommended Loan
36,48000,3500.0,2,1,4,200,0,0.5,12000,Agri Loan
42,60000,4000.0,2,1,2,200,1,1.0,8000,Agri Term Loan
38,60000,4000.0,2,1,2,400,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
27,54000,3600.0,0,1,2,200,0,0.5,12000,Kisan Power
33,48000,3000.0,1,1,2,200,1,1.0,6000,Kisan Power
35,48000,3400.0,1,1,3,200,0,0.5,12000,Mahabank Kisan All Purpose Term Loan
37,48000,3400.0,0,1,2,200,0,0.5,12000,Mahabank Kisan All Purpose Term Loan
38,60000,4000.0,1,1,2,200,1,1.0,5000,Agri Term Loan
47,54000,4000.0,1,1,3,200,0,0.5,12000,Mahabank Kisan All Purpose Term Loan
38,60000,4000.0,2,1,2,500,1,1.0,8000,Mahabank Kisan All Purpose Term Loan
39,60000,4000.0,2,1,2,400,1,1.0,8000,Agri Loan
31,54000,4000.0,1,1,3,600,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
25,54000,4100.0,0,1,2,600,1,1.0,5000,Agri Loan
46,54000,4000.0,1,1,3,600,1,1.0,5000,Agri Term Loan
33,54000,4100.0,2,1,4,650,1,1.0,10000,Agri Loan
46,54000,4000.0,1,1,3,650,1,1.0,10000,Agri Loan
28,54000,4100.0,2,1,4,600,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
42,60000,4400.0,1,1,3,650,1,1.0,7000,Mahabank Kisan All Purpose Term Loan
35,60000,4000.0,2,1,2,200,1,1.0,8000,Agri Loan
38,60000,4000.0,1,1,2,400,1,1.0,6000,Agri Term Loan
55,53000,3500.0,0,1,4,200,0,0.5,12000,Agri Term Loan
48,48000,3200.0,0,1,5,200,1,0.5,12000,Mahabank Kisan All Purpose Term Loan
38,30000,1200.0,1,1,4,200,0,0.5,12000,Mahabank Kisan All Purpose Term Loan
38,48000,1200.0,2,1,4,200,0,0.5,12000,Agri Term Loan
34,36000,1200.0,3,1,5,200,0,0.5,8000,Agri Term Loan
42,48000,1200.0,3,1,5,200,0,0.5,8000,Agri Loan
55,36000,1200.0,1,1,3,200,0,0.5,10000,Agri Loan
53,36000,1200.0,0,1,3,200,0,0.5,12000,Kisan Power
38,36000,800.0,2,1,4,200,0,0.5,5000,Agri Term Loan
32,60000,4000.0,2,1,2,400,1,1.0,8000,Agri Term Loan
28,42000,2800.0,2,1,4,250,1,1.0,8000,Agri Term Loan
40,60000,4000.0,2,1,2,200,1,1.0,5000,Agri Loan
42,60000,4000.0,1,1,2,750,1,1.0,8000,Kisan Power
52,48000,3300.0,0,1,3,200,1,0.5,8000,Mahabank Kisan All Purpose Term Loan
45,30000,800.0,1,1,4,200,0,0.5,8000,Kisan Power
55,36000,2200.0,1,1,4,200,0,0.5,8000,Agri Term Loan
28,28800,1800.0,1,1,3,200,0,0.5,8000,Agri Term Loan
40,27600,1800.0,0,1,2,200,0,0.5,8000,Agri Term Loan
34,27600,1800.0,3,1,5,200,0,0.5,8000,Mahabank Kisan All Purpose Term Loan
55,30000,1700.0,3,1,4,200,0,0.5,8000,Kisan Power
26,28000,2200.0,3,1,5,200,0,0.5,8000,Kisan Power
45,30000,2000.0,3,1,5,200,0,0.5,8000,Agri Term Loan
46,30000,2200.0,0,1,2,200,0,0.5,5000,Agri Term Loan
29,28000,1000.0,1,1,3,200,0,0.5,12000,Agri Term Loan
41,36000,2300.0,3,1,5,200,0,0.5,8000,Kisan Power
34,28000,1200.0,2,1,4,200,0,0.5,8000,Agri Term Loan
47,48000,3200.0,1,1,4,200,0,0.5,12000,Agri Term Loan
33,54000,2200.0,0,1,2,300,0,0.5,10000,Agri Term Loan
38,48000,2200.0,0,1,2,300,0,0.5,10000,Agri Term Loan
39,48000,2200.0,1,1,2,300,0,0.5,10000,Kisan Power
29,48000,2200.0,1,1,2,300,0,0.5,10000,Kisan Power
49,48000,2200.0,0,1,2,300,0,0.5,10000,Agri Term Loan
47,56000,2000.0,0,1,4,850,1,1.0,10000,Agri Term Loan
32,96000,4000.0,1,1,4,150,0,0.5,12000,Agri Term Loan
40,96000,6000.0,1,1,4,150,1,1.0,12000,Agri Term Loan
48,110000,6000.0,1,1,5,100,0,1.0,12000,Kisan Power
42,110000,6000.0,0,1,3,100,0,1.0,6000,Agri Loan
40,110000,6000.0,1,1,4,150,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
40,108000,8000.0,0,1,4,150,1,1.0,12000,Kisan Power
40,110000,8000.0,1,1,3,150,1,1.0,12000,Agri Loan
34,60000,4000.0,3,1,5,150,0,1.0,12000,Agri Term Loan
43,120000,5000.0,2,1,6,150,0,1.0,5000,Kisan Power
55,43000,1000.0,0,1,3,750,0,0.5,10000,Agri Loan
40,96000,3500.0,0,1,3,150,0,1.0,8000,Mahabank Kisan All Purpose Term Loan
42,72000,3000.0,1,1,4,150,1,1.0,12000,Agri Term Loan
26,0,5000.0,0,1,2,100,0,1.0,12000,Kisan Power
37,0,7000.0,1,1,5,120,0,1.0,12000,Kisan Power
27,84000,4000.0,3,1,5,150,1,1.0,12000,Agri Loan
33,84000,3500.0,3,1,5,120,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
45,48000,2200.0,1,1,2,300,0,0.5,10000,Agri Term Loan
33,48000,2200.0,1,1,2,300,0,0.5,10000,Agri Term Loan
53,48000,2500.0,0,1,2,300,0,0.5,10000,Agri Term Loan
35,48000,2500.0,1,1,2,300,0,0.5,10000,Agri Loan
29,48000,2500.0,1,1,2,300,0,0.5,10000,Mahabank Kisan All Purpose Term Loan
56,110000,6000.0,0,1,2,100,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
37,0,7000.0,2,1,4,150,1,1.0,12000,Agri Term Loan
45,110000,10000.0,0,1,8,150,1,1.0,12000,Agri Term Loan
41,48000,3500.0,0,1,2,100,1,1.0,12000,Kisan Power
32,108000,6000.0,3,1,5,120,0,1.0,12000,Agri Term Loan
38,114000,8000.0,0,1,5,100,0,0.5,6000,Kisan Power
37,84000,4000.0,2,1,4,120,0,1.0,7000,Agri Loan
27,96000,6000.0,3,1,5,150,0,1.0,12000,Agri Term Loan
38,120000,8000.0,1,1,6,100,0,1.0,6000,Mahabank Kisan All Purpose Term Loan
25,120000,7000.0,2,1,4,350,1,1.0,6000,Mahabank Kisan All Purpose Term Loan
52,36000,2000.0,0,1,4,120,1,1.0,6000,Agri Term Loan
40,110000,9000.0,0,1,5,150,1,1.0,12000,Agri Term Loan
53,108000,5000.0,0,1,2,100,1,1.0,7000,Agri Term Loan
53,100000,6000.0,0,1,4,150,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
42,0,4500.0,0,1,2,100,1,1.0,12000,Agri Loan
38,72000,4000.0,0,1,3,150,0,1.0,12000,Kisan Power
46,54000,4000.0,0,1,3,550,1,1.0,5000,Agri Loan
37,54000,4000.0,2,1,4,600,1,1.0,5000,Agri Term Loan
46,48000,3600.0,1,1,3,650,1,1.0,5000,Agri Loan
41,54000,4000.0,1,1,3,650,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
49,54000,4000.0,0,1,3,650,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
19,54000,4000.0,1,1,3,600,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
22,48000,3000.0,0,1,1,750,1,1.0,8000,Agri Term Loan
23,42000,2500.0,1,1,1,750,1,1.0,8000,Agri Term Loan
22,48000,2500.0,2,1,1,750,1,1.0,8000,Agri Term Loan
22,49000,3500.0,1,1,1,700,1,1.0,8000,Agri Term Loan
24,45000,2000.0,2,1,1,375,1,1.0,8000,Kisan Power
32,50000,3000.0,2,1,1,500,1,1.0,8000,Kisan Power
45,46000,3000.0,1,1,1,700,0,1.0,8000,Mahabank Kisan All Purpose Term Loan
30,48000,3000.0,2,1,1,700,1,1.0,8000,Mahabank Kisan All Purpose Term Loan
40,48000,3000.0,2,1,1,500,1,1.0,8000,Mahabank Kisan All Purpose Term Loan
24,54000,3000.0,2,1,1,400,1,1.0,8000,Agri Term Loan
35,48000,3000.0,3,1,1,500,1,1.0,8000,Kisan Power
23,48000,2500.0,0,1,2,700,1,1.0,8000,Kisan Power
25,54000,3000.0,3,1,2,1000,1,1.0,8000,Agri Term Loan
36,48000,2500.0,3,1,2,500,1,1.0,8000,Agri Loan
32,54000,4000.0,3,1,1,200,1,1.0,8000,Kisan Power
40,54000,3000.0,0,1,1,700,1,1.0,8000,Kisan Power
36,54000,2500.0,4,1,2,200,1,1.0,8000,Kisan Power
26,48000,3000.0,2,1,1,800,1,1.0,8000,Agri Loan
25,48000,2500.0,1,1,2,600,1,1.0,8000,Agri Term Loan
30,48000,3000.0,3,1,1,100,1,1.0,8000,Mahabank Kisan All Purpose Term Loan
45,54000,3500.0,1,1,1,300,0,0.5,8000,Agri Term Loan
30,48000,3000.0,1,1,1,200,1,1.0,8000,Mahabank Kisan All Purpose Term Loan
21,54000,3500.0,1,1,1,700,1,1.0,8000,Agri Term Loan
36,54000,3000.0,2,1,1,500,1,1.0,8000,Agri Term Loan
40,54000,3500.0,2,1,2,500,1,1.0,8000,Agri Loan
35,54000,4000.0,2,1,1,200,1,1.0,8000,Agri Term Loan
42,60000,4000.0,1,1,4,600,1,1.0,10000,Agri Term Loan
36,60000,4000.0,1,0,3,600,1,1.0,10000,Agri Loan
35,48000,2500.0,3,1,1,500,1,1.0,8000,Kisan Power
50,60000,4000.0,0,1,3,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
40,60000,4000.0,2,1,4,600,1,1.0,10000,Kisan Power
25,60000,4000.0,1,1,3,600,1,1.0,10000,Agri Term Loan
36,48000,3000.0,4,1,1,800,1,1.0,8000,Agri Term Loan
54,48000,1200.0,0,1,2,200,0,0.5,12000,Kisan Power
38,48000,3600.0,1,1,2,400,1,1.0,8000,Kisan Power
39,60000,4000.0,2,1,4,600,1,1.0,10000,Agri Term Loan
29,36000,1200.0,1,1,3,200,1,0.5,15000,Agri Loan
27,42000,3000.0,2,1,1,300,1,1.0,8000,Agri Term Loan
43,60000,4000.0,2,1,4,600,1,1.0,10000,Agri Loan
35,60000,4000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
25,48000,3500.0,1,1,1,300,1,1.0,8000,Agri Term Loan
41,36000,1200.0,0,1,3,200,0,0.5,12000,Agri Term Loan
43,60000,4000.0,1,1,4,600,1,1.0,10000,Kisan Power
20,50000,3500.0,0,1,3,600,1,1.0,10000,Kisan Power
34,36000,3000.0,2,1,4,600,1,1.0,10000,Agri Term Loan
45,36000,3000.0,1,1,4,600,1,1.0,10000,Agri Term Loan
57,30000,1200.0,0,1,2,200,0,0.5,15000,Agri Loan
32,36000,2000.0,1,1,3,600,1,1.0,10000,Agri Term Loan
35,60000,4000.0,2,1,4,600,1,1.0,10000,Agri Term Loan
44,40000,1500.0,2,1,5,200,0,0.5,15000,Kisan Power
35,36000,3000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
30,36000,3000.0,2,1,4,600,1,1.0,10000,Kisan Power
23,96000,3000.0,2,1,4,100,0,1.0,7000,Mahabank Kisan All Purpose Term Loan
35,60000,4000.0,2,1,4,600,1,1.0,10000,Kisan Power
52,48000,1500.0,0,1,2,200,0,0.5,15000,Agri Term Loan
25,48000,3000.0,0,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
40,96000,5000.0,0,1,3,300,0,1.0,6000,Agri Term Loan
42,36000,3000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
40,40000,1200.0,2,1,5,200,0,0.5,15000,Kisan Power
37,36000,3000.0,2,1,4,600,1,1.0,10000,Agri Loan
50,40000,1200.0,1,1,4,200,0,0.5,15000,Agri Loan
29,48000,3000.0,1,1,3,600,1,1.0,10000,Agri Loan
45,36000,3000.0,2,1,4,600,1,1.0,10000,Agri Loan
48,48000,3000.0,2,1,4,600,1,1.0,10000,Agri Term Loan
29,36000,3000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
34,40000,4000.0,0,1,4,400,1,1.0,563000,Mahabank Kisan All Purpose Term Loan
40,48000,3000.0,0,1,3,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
40,48000,3000.0,1,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
39,36000,2000.0,3,1,5,600,1,1.0,10000,Agri Term Loan
41,48000,3000.0,0,1,3,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
33,48000,3000.0,1,1,3,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
32,48000,3000.0,2,1,4,600,1,1.0,10000,Kisan Power
30,48000,3500.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
37,36000,2000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
40,48000,3000.0,2,1,4,600,1,1.0,10000,Agri Term Loan
26,48000,2000.0,0,1,3,600,1,1.0,10000,Kisan Power
45,36000,3000.0,2,1,4,600,1,1.0,10000,Agri Term Loan
40,48000,3000.0,1,1,3,600,1,1.0,10000,Agri Term Loan
22,48000,3000.0,0,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
36,60000,4000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
50,48000,3000.0,0,1,4,600,1,1.0,10000,Agri Loan
28,60000,4000.0,0,1,3,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
25,60000,4000.0,0,1,3,600,1,1.0,10000,Agri Term Loan
40,60000,4000.0,2,1,4,600,1,1.0,10000,Agri Term Loan
32,36000,3000.0,2,1,4,600,1,1.0,10000,Kisan Power
26,42000,2500.0,1,1,2,250,1,1.0,8000,Agri Loan
22,42000,3000.0,1,1,1,100,1,1.0,8000,Agri Term Loan
24,42000,3000.0,2,1,1,750,1,1.0,8000,Agri Loan
40,42000,3000.0,2,1,1,1200,1,1.0,8000,Kisan Power
40,36000,2500.0,2,0,1,100,1,1.0,8000,Agri Loan
35,54000,3000.0,2,1,1,1000,1,1.0,8000,Agri Loan
35,54000,3000.0,2,1,2,700,1,1.0,8000,Agri Term Loan
32,54000,3000.0,4,1,1,700,1,1.0,8000,Agri Term Loan
35,54000,3000.0,4,0,1,200,1,1.0,8000,Agri Loan
27,54000,3000.0,3,1,1,700,1,1.0,8000,Agri Loan
35,54000,3000.0,3,1,1,600,1,1.0,8000,Agri Term Loan
35,54000,3000.0,1,1,1,500,1,1.0,8000,Agri Term Loan
45,54000,3000.0,2,1,1,1000,1,1.0,8000,Agri Loan
22,54000,4000.0,0,1,2,650,1,1.0,5000,Agri Loan
20,54000,4000.0,0,1,2,650,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
21,60000,4400.0,1,1,3,700,1,1.0,5000,Kisan Power
25,54000,4000.0,1,1,3,650,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
48,48000,3600.0,1,1,3,550,1,1.0,5000,Agri Loan
20,54000,4000.0,0,1,2,650,1,1.0,10000,Agri Term Loan
24,54000,4000.0,0,1,2,600,1,1.0,7000,Kisan Power
27,54000,4000.0,2,1,4,700,1,1.0,8000,Agri Term Loan
20,54000,4000.0,1,1,3,700,1,1.0,8000,Kisan Power
24,54000,4000.0,0,1,2,650,1,1.0,8000,Agri Term Loan
21,54000,4000.0,1,1,3,600,1,1.0,5000,Agri Term Loan
40,54000,4100.0,1,1,3,700,1,1.0,5000,Agri Term Loan
19,54000,4100.0,1,1,3,650,1,1.0,5000,Agri Loan
20,60000,4400.0,1,1,3,700,1,1.0,5000,Agri Term Loan
49,54000,4000.0,0,1,3,600,1,1.0,5000,Agri Loan
47,48000,3600.0,1,1,3,600,1,1.0,5000,Kisan Power
22,54000,4100.0,1,1,3,600,1,1.0,5000,Kisan Power
26,54000,4100.0,2,1,4,600,1,1.0,5000,Agri Loan
36,60000,4400.0,0,1,3,700,1,1.0,10000,Kisan Power
49,54000,4100.0,0,1,2,600,1,1.0,10000,Agri Term Loan
27,54000,4000.0,0,1,2,600,1,1.0,10000,Agri Loan
20,54000,4100.0,0,1,2,600,1,1.0,10000,Agri Term Loan
27,60000,4400.0,0,1,3,650,1,1.0,7000,Agri Term Loan
20,54000,4100.0,1,1,3,600,1,1.0,5000,Agri Term Loan
29,54000,4100.0,1,1,3,600,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
38,58000,2500.0,2,1,4,1600,1,0.5,15000,Mahabank Kisan All Purpose Term Loan
49,60000,2000.0,0,1,4,1600,1,0.5,15000,Kisan Power
30,60000,4400.0,0,1,3,650,1,1.0,10000,Agri Term Loan
62,58000,2000.0,0,1,3,1250,1,0.5,15000,Agri Term Loan
49,58000,2500.0,0,1,4,2400,1,0.5,15000,Agri Term Loan
30,58000,2500.0,1,1,3,2400,1,0.5,15000,Agri Term Loan
42,57000,2500.0,2,1,4,2200,1,0.5,15000,Agri Term Loan
41,57000,2700.0,2,1,4,2200,1,0.5,15000,Agri Term Loan
46,58000,2800.0,0,1,4,1250,1,0.5,15000,Agri Term Loan
44,54000,2500.0,0,1,4,2000,1,0.5,15000,Kisan Power
34,54000,2500.0,2,1,4,1600,1,0.5,15000,Kisan Power
40,54000,2600.0,1,1,4,1250,1,0.5,15000,Agri Term Loan
32,48600,4150.0,2,1,4,300,1,1.0,15000,Mahabank Kisan All Purpose Term Loan
24,49800,4150.0,2,1,4,220,1,1.0,15000,Agri Term Loan
43,58000,2000.0,1,1,4,1400,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
55,54000,2000.0,0,1,5,1600,1,1.0,12000,Agri Term Loan
50,58000,2000.0,1,1,4,1500,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
20,54000,4000.0,1,1,3,550,1,1.0,5000,Kisan Power
21,54000,4100.0,1,1,3,650,1,1.0,5000,Agri Term Loan
39,54000,4100.0,1,1,3,600,1,1.0,5000,Agri Loan
28,54000,1500.0,2,1,4,1350,1,1.0,12000,Agri Loan
21,60000,4400.0,1,1,3,600,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
48,54000,2000.0,0,1,4,1400,1,1.0,12000,Agri Term Loan
49,54000,4000.0,0,1,3,600,1,1.0,5000,Kisan Power
25,54000,4000.0,1,1,3,650,1,1.0,5000,Kisan Power
20,54000,4100.0,0,1,2,650,1,1.0,5000,Agri Term Loan
50,58000,2000.0,0,1,4,1600,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
27,54000,4100.0,1,1,3,650,1,1.0,5000,Kisan Power
48,54000,4000.0,0,1,3,650,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
23,54000,4000.0,1,1,3,650,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
19,48000,3600.0,1,1,3,550,1,1.0,7000,Agri Loan
22,54000,4100.0,2,1,4,650,1,1.0,7000,Mahabank Kisan All Purpose Term Loan
39,54000,4100.0,1,1,3,600,1,1.0,5000,Agri Term Loan
30,60000,4400.0,0,1,2,700,1,1.0,8000,Agri Loan
43,58000,2000.0,1,1,4,1900,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
25,54000,4100.0,1,1,3,600,1,1.0,8000,Agri Term Loan
26,54000,3900.0,1,1,3,600,1,1.0,5000,Agri Term Loan
27,60000,4400.0,2,1,4,700,1,1.0,5000,Kisan Power
50,54000,4100.0,0,1,3,600,1,1.0,5000,Agri Term Loan
47,48000,3600.0,2,1,4,600,1,1.0,5000,Kisan Power
29,54000,4000.0,1,1,3,600,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
26,54000,4100.0,0,1,2,600,1,1.0,5000,Agri Term Loan
26,54000,4000.0,0,1,2,650,1,1.0,5000,Agri Loan
28,60000,4500.0,1,1,3,700,1,1.0,5000,Agri Term Loan
45,48000,2500.0,0,1,2,300,1,1.0,12000,Agri Loan
40,84000,4000.0,0,1,2,500,1,1.0,12000,Agri Term Loan
38,48000,2000.0,1,1,2,1000,1,1.0,12000,Kisan Power
45,84000,2500.0,0,1,2,1000,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
43,72000,3000.0,0,1,2,400,1,1.0,12000,Kisan Power
35,60000,2500.0,2,1,2,1000,1,1.0,10000,Agri Term Loan
36,48000,3000.0,1,1,2,400,1,1.0,10000,Agri Term Loan
34,48000,2500.0,2,1,2,500,1,1.0,10000,Agri Term Loan
36,54000,2000.0,2,1,4,1500,1,1.0,12000,Kisan Power
31,48000,3000.0,3,1,2,500,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
38,58000,2500.0,1,1,5,1900,1,1.0,12000,Agri Loan
46,48000,3000.0,0,1,2,1000,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
46,60000,3000.0,1,1,2,500,1,1.0,12000,Agri Term Loan
48,58000,2000.0,0,1,4,2000,1,1.0,12000,Agri Loan
37,84000,3000.0,1,1,2,500,1,1.0,12000,Agri Term Loan
47,72000,3000.0,0,1,2,1000,1,1.0,12000,Kisan Power
38,54000,2000.0,3,1,5,2000,1,1.0,12000,Kisan Power
51,58000,2000.0,0,1,4,1700,1,1.0,12000,Agri Loan
41,84000,2500.0,0,1,2,600,1,1.0,12000,Kisan Power
31,72000,2500.0,1,1,2,500,1,1.0,12000,Agri Term Loan
46,84000,3000.0,0,1,2,1000,1,1.0,12000,Agri Term Loan
47,48000,3000.0,0,1,2,400,1,1.0,12000,Agri Loan
54,58000,2000.0,0,1,4,1700,1,1.0,12000,Agri Loan
32,54000,2000.0,2,1,4,1700,1,1.0,12000,Agri Term Loan
54,58000,2000.0,0,1,4,1900,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
37,54000,2000.0,2,1,4,2000,1,1.0,12000,Agri Loan
42,48000,3000.0,0,1,2,200,1,1.0,12000,Agri Term Loan
30,60000,1000.0,3,1,2,1000,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
35,60000,1000.0,2,1,2,1000,1,1.0,12000,Agri Loan
28,60000,1000.0,3,1,2,500,1,1.0,12000,Agri Term Loan
45,48000,1000.0,0,1,2,1000,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
47,54000,3000.0,0,1,2,1000,1,1.0,8000,Kisan Power
31,60000,3000.0,2,1,2,1000,1,1.0,8000,Agri Loan
30,60000,3000.0,2,1,2,1000,1,1.0,8000,Agri Loan
43,60000,4000.0,0,1,2,1000,1,1.0,8000,Agri Term Loan
42,84000,4000.0,1,1,2,1000,1,1.0,8000,Mahabank Kisan All Purpose Term Loan
41,58000,2000.0,2,1,4,1450,1,1.0,8000,Agri Loan
40,48600,4150.0,2,1,4,200,1,1.0,15000,Agri Loan
45,49200,4100.0,2,1,4,240,1,1.0,15000,Mahabank Kisan All Purpose Term Loan
39,48600,4050.0,2,1,4,220,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
26,48000,4000.0,1,1,3,200,1,1.0,10000,Agri Loan
35,49200,4100.0,1,1,3,170,1,1.0,15000,Mahabank Kisan All Purpose Term Loan
46,49200,4000.0,0,1,3,200,1,1.0,10000,Kisan Power
24,30000,2200.0,2,1,4,200,0,0.5,10000,Agri Loan
29,63600,4900.0,1,1,6,200,0,0.5,15000,Mahabank Kisan All Purpose Term Loan
51,42000,3300.0,1,1,4,200,0,0.5,7000,Agri Term Loan
49,44400,3500.0,1,1,4,500,0,0.5,15000,Mahabank Kisan All Purpose Term Loan
28,50000,2500.0,2,1,4,200,0,0.5,15000,Kisan Power
40,60000,3000.0,0,1,4,200,0,0.5,15000,Agri Term Loan
44,50000,1200.0,2,1,4,200,0,0.5,10000,Agri Loan
54,36000,2200.0,1,1,4,200,0,0.5,10000,Agri Term Loan
41,35000,1500.0,3,1,6,200,0,0.5,15000,Agri Loan
53,57600,4500.0,0,1,4,500,0,0.5,15000,Kisan Power
32,26400,2100.0,2,1,4,300,0,0.5,15000,Kisan Power
37,56000,2000.0,2,1,4,1300,1,0.5,8000,Agri Term Loan
40,58000,2000.0,1,1,4,1300,1,0.5,8000,Agri Term Loan
55,56000,2000.0,1,1,4,1400,1,0.5,8000,Kisan Power
45,58000,2000.0,0,1,4,1500,1,0.5,8000,Kisan Power
54,40800,3200.0,0,1,4,200,0,0.5,15000,Mahabank Kisan All Purpose Term Loan
43,58000,2000.0,2,1,4,1700,1,0.5,8000,Kisan Power
40,42000,3300.0,0,1,3,200,0,0.5,15000,Agri Term Loan
49,56000,2000.0,0,1,5,850,0,1.0,10000,Agri Term Loan
45,56000,2000.0,1,1,5,800,0,1.0,10000,Agri Term Loan
36,47000,1650.0,2,1,4,850,0,0.5,10000,Mahabank Kisan All Purpose Term Loan
42,45200,1600.0,1,1,4,650,1,1.0,10000,Agri Term Loan
48,38000,2000.0,2,1,4,650,0,0.5,10000,Agri Term Loan
45,56000,2000.0,3,1,5,1400,1,0.5,8000,Agri Term Loan
46,58000,2000.0,2,1,4,1400,1,0.5,8000,Agri Term Loan
24,38400,3100.0,0,1,3,300,0,0.5,15000,Agri Term Loan
43,56000,2000.0,2,1,5,1500,1,0.5,8000,Agri Term Loan
37,45000,2300.0,2,1,4,200,0,0.5,15000,Agri Loan
30,18000,1250.0,2,1,4,200,0,0.5,12000,Mahabank Kisan All Purpose Term Loan
44,48000,2000.0,3,1,4,200,0,0.5,15000,Agri Loan
48,58000,2000.0,0,1,4,1500,1,0.5,8000,Kisan Power
40,58000,2000.0,2,1,4,1400,1,0.5,8000,Agri Term Loan
24,54000,1500.0,1,1,3,1500,1,0.5,8000,Kisan Power
24,54000,2000.0,0,1,5,1450,1,0.5,8000,Agri Term Loan
36,54000,2000.0,3,1,5,1300,1,0.5,8000,Agri Term Loan
43,56000,2000.0,0,1,4,1600,1,0.5,8000,Agri Term Loan
44,58000,2000.0,1,1,4,1700,1,0.5,8000,Agri Loan
43,54000,1500.0,1,1,3,1200,1,0.5,8000,Mahabank Kisan All Purpose Term Loan
49,58000,2000.0,2,1,4,1400,1,0.5,8000,Mahabank Kisan All Purpose Term Loan
42,54000,2000.0,1,1,4,1400,1,0.5,8000,Mahabank Kisan All Purpose Term Loan
55,59000,2000.0,0,1,4,1500,1,0.5,8000,Agri Term Loan
50,48000,900.0,0,1,3,200,0,0.5,15000,Agri Term Loan
35,57000,1200.0,2,1,4,200,0,0.5,8000,Agri Term Loan
23,58000,1500.0,1,1,3,1300,1,0.5,8000,Agri Loan
30,48000,1500.0,0,1,2,200,0,0.5,12000,Agri Loan
49,52000,1500.0,1,1,4,200,0,0.5,12000,Mahabank Kisan All Purpose Term Loan
45,56000,1200.0,1,1,5,200,0,0.5,12000,Mahabank Kisan All Purpose Term Loan
28,56000,2000.0,2,1,4,1500,1,0.5,8000,Agri Loan
28,54000,2000.0,2,1,4,1500,1,0.5,8000,Agri Loan
25,52000,1500.0,0,1,3,1200,1,0.5,8000,Kisan Power
48,58000,2000.0,1,1,4,1600,1,0.5,8000,Agri Term Loan
54,59000,2000.0,0,1,4,1350,1,0.5,8000,Agri Loan
46,58000,1500.0,0,1,3,1200,1,0.5,8000,Kisan Power
29,54000,1000.0,0,1,2,1300,1,0.5,8000,Mahabank Kisan All Purpose Term Loan
28,54000,2000.0,2,1,4,1500,1,0.5,8000,Agri Term Loan
57,56000,1500.0,0,1,3,1600,1,0.5,8000,Agri Term Loan
40,54000,2000.0,1,1,2,1600,1,0.5,8000,Kisan Power
41,58000,2000.0,2,1,4,1600,1,0.5,8000,Agri Term Loan
54,56000,1500.0,0,1,3,1500,1,0.5,8000,Agri Loan
53,58000,1000.0,0,1,2,1300,1,0.5,8000,Kisan Power
39,54000,2000.0,2,1,4,1400,1,0.5,8000,Kisan Power
30,52000,1500.0,1,1,3,1400,1,0.5,8000,Mahabank Kisan All Purpose Term Loan
